,frac_C,frac_H+,frac_H-,frac_CH3+,frac_CH3-,C_mean_r,C_mean_c,C_std_r,C_std_c,C_corr_rc,H+_mean_r,H+_mean_c,H+_std_r,H+_std_c,H+_corr_rc,H-_mean_r,H-_mean_c,H-_std_r,H-_std_c,H-_corr_rc,CH3+_mean_r,CH3+_mean_c,CH3+_std_r,CH3+_std_c,CH3+_corr_rc,CH3-_mean_r,CH3-_mean_c,CH3-_std_r,CH3-_std_c,CH3-_corr_rc,H+_nn_mean,H+_nn_std,H-_nn_mean,H-_nn_std,CH3+_nn_mean,CH3+_nn_std,CH3-_nn_mean,CH3-_nn_std,dist_H+-H-_mean,dist_H+-H-_std,dist_H+-CH3+_mean,dist_H+-CH3+_std,dist_H+-CH3-_mean,dist_H+-CH3-_std,dist_H--CH3+_mean,dist_H--CH3+_std,dist_H--CH3-_mean,dist_H--CH3-_std,dist_CH3+-CH3-_mean,dist_CH3+-CH3-_std,rdf_nc_bin0,rdf_nc_bin1,rdf_nc_bin2,rdf_nc_bin3,rdf_nc_bin4,rdf_nc_bin5,rdf_nc_bin6,rdf_nc_bin7,rdf_nc_bin8,rdf_nc_bin9,fft_top0,fft_top1,fft_top2,fft_top3,fft_top4,fft_top5,fft_top6,fft_top7,fft_top8,fft_top9,fft_top10,fft_top11,fft_top12,fft_top13,fft_top14,fft_top15,fft_top16,fft_top17,fft_top18,fft_top19,row_marginal_0,row_marginal_1,row_marginal_2,row_marginal_3,row_marginal_4,row_marginal_5,row_marginal_6,row_marginal_7,row_marginal_8,row_marginal_9,col_marginal_0,col_marginal_1,col_marginal_2,col_marginal_3,col_marginal_4,col_marginal_5,col_marginal_6,col_marginal_7,col_marginal_8,col_marginal_9,Thermal conductivity,Young's modulus,Maximum stress,Strain at maximum stress,Strain at fracture
M3H7-2,0.9017155849524597,0.03338156262918562,0.03493178999586606,0.015915667631252583,0.014055394791236048,0.4940401,0.49515128,0.28854802,0.28796154,-0.00012069425531192262,0.48738953,0.48929527,0.29499003,0.29893154,0.02122325471052559,0.49408284,0.50408685,0.28758153,0.28784576,0.055653939261845,0.48637947,0.5286155,0.28950787,0.30237174,-0.08984990300098765,0.50860834,0.49246013,0.28114638,0.2923795,-0.07438709313273872,2.8696029002291037,1.434015643855862,2.844108628134153,1.3941271427208821,4.567387811604672,1.885352220140707,4.5688600664081145,1.8392581751232497,2.929848239913571,1.4363314779690521,4.1787585292302944,2.056302417244423,4.37556630227098,2.369816330763084,3.911253704358697,1.8962029386119832,4.421065460501532,2.2841833996918526,4.314658572785743,2.174368240303913,0.003529261002531786,0.012897907726622542,0.02106127198861216,0.02599323240824441,0.034537576758829215,0.03867294244776243,0.0434732915640618,0.04748743631571473,0.052914670850520734,0.05276574227043352,0.3916872441768646,0.03555943816900253,0.03517460450530052,0.034493278712034225,0.03413650020956993,0.03342230245471001,0.033234987407922745,0.03308042883872986,0.033025700598955154,0.03203650936484337,0.031235938891768456,0.03092680685222149,0.030608441680669785,0.030510444194078445,0.03044719621539116,0.03035416267812252,0.030248086899518967,0.030231112614274025,0.02998427115380764,0.029602481052279472,0.011566771819125587,0.013085640845879452,0.012618296529955187,0.013012618296516286,0.011566771819125587,0.011961093585686687,0.011303890641418188,0.011961093585686687,0.012881177707662585,0.011961093585686687,0.00841219768663679,0.01007711181211699,0.006659656501920792,0.007623554153514592,0.00928846827899479,0.007886435331221991,0.007097791798099792,0.009901857693645388,0.008029825064516936,0.009846095019586243,22.68,795.922085,124.69723,0.2448,0.2511
M3H7-3,0.9018189334435717,0.03234807771806532,0.03586192641587433,0.015605622157916494,0.014365440264572137,0.49544534,0.49565685,0.28824505,0.28859335,-0.0029752884603797014,0.4546092,0.5067147,0.2826897,0.29191157,0.049356014470621344,0.4768398,0.48952278,0.28976566,0.28694457,0.02631459577878243,0.54207724,0.52677065,0.299027,0.29375434,0.022519523391935418,0.47578523,0.45963907,0.30060342,0.27965194,-0.033410206989301444,2.820868234698534,1.496925338673051,2.861715110083119,1.4645410806285926,4.514399650487547,1.90615865782219,4.597866364797323,2.043568362951282,2.665096556412633,1.3059736039685874,4.402441613895853,2.156491761641395,4.007641899274875,2.2201850694569893,4.0328495096285435,2.0592347120373202,4.127239039099125,2.1380096431075466,4.4778128096936545,2.2037416385673114,0.003699348832092195,0.01255234441075149,0.020501131120600147,0.025548198114569796,0.034064264152759725,0.03887410524578666,0.043199180367321954,0.047868061142397424,0.053551168595416386,0.05347553135163755,0.40803396701812744,0.035923298448324203,0.03461993858218193,0.03446308150887489,0.031126946210861206,0.031101655215024948,0.031017331406474113,0.03101392649114132,0.031007833778858185,0.030670950189232826,0.03056514821946621,0.030562851577997208,0.030519403517246246,0.030421188101172447,0.03018755093216896,0.030061082914471626,0.02991941012442112,0.029679441824555397,0.029552508145570755,0.029552508145570755,0.013918128654956109,0.012865497076009848,0.012105263157881995,0.01184210526314543,0.013157894736828255,0.010394736842094321,0.011315789473672299,0.013552631578933102,0.011447368421040582,0.011052631578935735,0.008421052631570083,0.008421052631570083,0.008684210526306649,0.009298245614025301,0.008157894736833518,0.007807017543851431,0.008947368421043213,0.007280701754378302,0.008803827751186905,0.008995215310995315,23.08,790.723569,122.59553,0.2491,0.2563
M3H7-4,0.9009921455146754,0.033588259611409675,0.03544853245142621,0.014985531211244315,0.014985531211244315,0.4935919,0.4967941,0.28875437,0.28875506,0.0023142163293326276,0.50844276,0.47546282,0.28345782,0.28801304,0.007449255960958091,0.4921069,0.48675692,0.2873126,0.28670132,-0.025385155044386057,0.4632464,0.48901227,0.28471413,0.28909683,-0.08763744691928012,0.51488644,0.5073057,0.29783615,0.28653008,-0.007162526991602878,2.8908100082990256,1.3267028954672808,2.757701450561381,1.3866432499293286,4.921441845929458,2.1512057128976334,4.983543538459505,1.9666575899583003,2.614732186647565,1.3185447309416014,4.208193803372001,1.962423224806895,3.909762236184591,1.8900319560701604,4.002151718375099,1.931852157938977,4.053198875457969,1.8665785060197555,3.961109589308081,1.790576037377218,0.0035774201462796824,0.01222091812714264,0.019548164209884155,0.025731564184686386,0.03362576007744998,0.03830724038008846,0.04354572400485389,0.047706671440980855,0.05457306358458162,0.05449680717738566,0.40081021189689636,0.035351939499378204,0.034146152436733246,0.0334964282810688,0.03305488079786301,0.033051878213882446,0.03300048038363457,0.03228006511926651,0.032050397247076035,0.03139597922563553,0.031122775748372078,0.030649181455373764,0.030572308227419853,0.030336467549204826,0.030285881832242012,0.02974211424589157,0.02971060201525688,0.029702166095376015,0.02962842956185341,0.029611706733703613,0.011598237067953562,0.012526096033389847,0.01135177453025955,0.013048016701447758,0.010699373695187161,0.014091858037563578,0.013178496868462236,0.011612734864288505,0.011090814196230593,0.012787056367418803,0.009307585247032733,0.008785664578974823,0.007480862908830048,0.008785664578974823,0.008959638134994128,0.008002783576887959,0.009568545581061688,0.007480862908830048,0.008730309356605044,0.007591573353569604,22.48,793.29938,124.86666,0.2614,0.2625
M3H8-1,0.8920008267879289,0.03689541132699463,0.041132699462587845,0.013745349317899959,0.016225713104588674,0.4921822,0.49581033,0.28825983,0.28861535,0.0010362089725131495,0.48292002,0.4805346,0.28764635,0.28358394,-0.06373656712834985,0.5174041,0.49378246,0.29559934,0.2904366,-0.021726453357943057,0.5476802,0.5080923,0.29808295,0.29854158,0.14167966589236394,0.50831133,0.522347,0.27868035,0.28743806,-0.0008969929294812908,2.7840006715644083,1.3263273284892958,2.602513276411813,1.3378111662159233,4.825833151227101,2.1144107672725525,4.258211740274131,1.8009522351621399,2.602581975880041,1.3219589487520738,4.613900416075013,2.164234679063486,3.8777134039680634,2.0863112181511494,4.328387468665851,2.2929291817791078,4.22385024111692,2.101278312754336,4.323073860239529,2.0726781720587315,0.0036585955658732126,0.012648612663975352,0.020310041792199737,0.025772330661932682,0.03444371424263373,0.038423788268027684,0.04315777195512958,0.047641400735702034,0.052981357094289916,0.05429572035356941,0.4089898467063904,0.041663359850645065,0.03335047885775566,0.03325068578124046,0.03246559575200081,0.032247383147478104,0.03136396408081055,0.03080933913588524,0.03039882890880108,0.0301804356276989,0.030135473236441612,0.030025042593479156,0.029965534806251526,0.02974857948720455,0.029572004452347755,0.02934010699391365,0.029321173205971718,0.029109563678503036,0.02908949926495552,0.028973139822483063,0.01105794790004258,0.01105794790004258,0.013157894736829514,0.01267942583730844,0.012918660287068978,0.011842105263146562,0.010885167464104416,0.01064593301434388,0.012799043062188709,0.015191387559794075,0.009011164274313546,0.008373205741618782,0.007655502392337172,0.008373205741618782,0.008612440191379318,0.00909090909090039,0.007974481658684555,0.008532695374792473,0.008786428882114254,0.008351457155276914,21.33,785.230208,123.78313,0.2542,0.2658
M3H8-2,0.8911740388590327,0.03927242662257131,0.0395824720959074,0.014468788755684168,0.015502273666804465,0.49308288,0.49685118,0.288742,0.28825423,-0.0010047288374767979,0.5023748,0.48041925,0.29596576,0.29353362,-0.04094771798522266,0.49455518,0.4885383,0.28994283,0.28552368,0.030175552023939668,0.52944255,0.4716102,0.26966304,0.2942363,-0.00746812627817995,0.48471543,0.51305085,0.27580103,0.29949147,0.11315376534668158,2.7002635768363557,1.4283401426058682,2.559111219396319,1.2781695469618948,4.768707787066667,2.15194205614331,4.364313564150344,1.6949239256595907,2.6624276650166165,1.231560833434104,4.436427079900226,2.2797065892673563,4.048340855498936,2.0060145095275317,4.362022342431659,2.535681396425673,4.276550399518558,1.9560161520051602,3.9613462230926686,1.8167534900603877,0.0034766197323002805,0.01236131460373433,0.019951934352589944,0.026157424652544968,0.03421711214306015,0.03852977614431835,0.04345774665375351,0.04785042809329482,0.05315917124007715,0.054171805717659845,0.40855672955513,0.037635330110788345,0.034163881093263626,0.03324410691857338,0.03240518644452095,0.031816281378269196,0.03177490457892418,0.03161925449967384,0.03105362132191658,0.030783426016569138,0.03069499135017395,0.030592642724514008,0.030565956607460976,0.030512554571032524,0.03008417598903179,0.029505282640457153,0.029178597033023834,0.028677068650722504,0.028602374717593193,0.02853357419371605,0.011712567268111701,0.011396011396000574,0.012701804368458972,0.01175213675212559,0.012701804368458972,0.0125830959164173,0.012345679012333955,0.011158594491917228,0.01210826210825061,0.013651471984792354,0.008388730610944868,0.009813232035444939,0.009338398227278248,0.008547008547000431,0.007597340930667049,0.007597340930667049,0.00807217473883374,0.008863564419111557,0.007942674609333733,0.008547008547000431,21.53,782.250628,122.3551,0.2507,0.2751
M3H8-3,0.8911740388590327,0.03772219925589086,0.041132699462587845,0.016122364613476645,0.013848697809011988,0.49525094,0.4941239,0.2883604,0.28831586,-0.0003735682786727818,0.49211493,0.5055491,0.28480133,0.29680827,-0.0158250915932364,0.494454,0.50649434,0.2936902,0.29115874,0.028629103429062008,0.43433395,0.51358104,0.29724488,0.2857461,-0.06576693129102532,0.47970513,0.52194536,0.28495106,0.28128383,0.08301715367889216,2.653723893667525,1.3644995731839442,2.6643016658417698,1.2418535143005847,4.551906820750316,2.0392031344159594,4.739040649230825,2.1223054191378927,2.597934000095474,1.2381157910186953,4.168823191564657,1.9214957908319727,4.149398613147689,2.0296495881254732,3.990590442854265,2.0081021760759596,4.285477220386022,2.1598230824123856,4.4686836750675,2.3802272153726434,0.0036048583086530583,0.012640775450047962,0.019741423429621364,0.025393416169565374,0.03371898884982927,0.038618687652591216,0.04377567657513291,0.047833589225137245,0.05422668937531637,0.053779228297438565,0.41988617181777954,0.03456125780940056,0.034524835646152496,0.032249048352241516,0.031828075647354126,0.03168286755681038,0.03095746412873268,0.0304586011916399,0.0302592646330595,0.030255379155278206,0.03023383393883705,0.0301606897264719,0.02994004637002945,0.02973834238946438,0.0294540636241436,0.029133539646863937,0.028780542314052582,0.028742674738168716,0.028643585741519928,0.028509706258773804,0.014245014245000718,0.011290492771963532,0.013176638176625663,0.011870845204167264,0.013176638176625663,0.01032763532762552,0.010921177587833883,0.014007597340917373,0.011633428300083919,0.011158594491917228,0.008230452674889303,0.007755618866722612,0.008467869578972649,0.00807217473883374,0.008309591642917086,0.008547008547000431,0.007834757834750395,0.009575815131361593,0.008547008547000431,0.00949667616333381,22.24,785.365248,122.68509,0.2481,0.2515
M3H8-4,0.8916907813145928,0.038238941711451015,0.040099214551467546,0.015502273666804465,0.014468788755684168,0.49512506,0.49413323,0.2888776,0.28747946,0.006881107199944611,0.49660516,0.515552,0.29241797,0.2907326,-0.04794230074340267,0.48063868,0.50856197,0.2821664,0.3006631,-0.06959016129098311,0.4697561,0.51615816,0.28865355,0.29330415,-0.12900130750231015,0.47404182,0.48656175,0.27966794,0.3123693,0.050535835552030874,2.697577634938913,1.33207591931869,2.535666423415009,1.358738011922102,4.843919841465226,1.7425385417429098,4.232977663556447,1.9391935252582801,2.7173992779894967,1.3604691466980408,3.914099313719636,1.8065465247602273,4.237525907081562,2.24092672017426,4.068387225879669,1.970733972561594,4.217289839938491,2.11475728269569,4.576347543137621,2.1549268737209912,0.003595166248263698,0.012659155135931658,0.020700381211593566,0.026270634873676115,0.03447527759698637,0.03887062191304544,0.04378157392771913,0.04682450460806771,0.05335271792877852,0.052803299889271134,0.4086012542247772,0.034984979778528214,0.034788768738508224,0.03459472209215164,0.03348976746201515,0.03325946629047394,0.03302999585866928,0.032938916236162186,0.03049401193857193,0.03044659085571766,0.03019440732896328,0.03004441224038601,0.029957590624690056,0.029453538358211517,0.029129015281796455,0.029072897508740425,0.028995774686336517,0.028892332687973976,0.028892332687973976,0.028739083558321,0.012086513994899408,0.0137828668362888,0.013000954198460877,0.010734732824417238,0.013716603053422026,0.011450381679378388,0.012285305343499728,0.011808206106858963,0.011927480916019154,0.010973282442737622,0.008508269720093662,0.009382951653935068,0.008110687022893024,0.0075540712468121305,0.007395038167931875,0.007156488549611492,0.00858778625953379,0.008428753180653536,0.009541984732815322,0.010322692574591123,21.77,782.124019,122.91007,0.2576,0.2692
M3H9-1,0.882079371641174,0.0444398511781728,0.04350971475816453,0.014572137246796197,0.015398925175692435,0.49457186,0.49679983,0.28827223,0.28891793,-4.093848776320362e-05,0.49662507,0.48921955,0.296034,0.28402352,0.009449153529900492,0.49438038,0.48103788,0.28739247,0.29520792,-0.010570072718257962,0.45623595,0.5093761,0.29268318,0.28255326,-0.06397555690022605,0.4819938,0.48396087,0.2859681,0.27206507,0.07479455774011254,2.5728986280678714,1.1944472686533483,2.534016003735008,1.2043657499118379,4.766109679851151,1.946212891468954,4.445024756014869,1.5283045017137715,2.4374083481854063,1.2289033057542664,4.346135399212289,2.1527570475247155,4.060709585669139,2.286245116041193,4.115967451058523,2.1304041677751737,4.328153214124577,2.065118509468882,4.1527888160098385,2.219134474424894,0.0035844831288596906,0.012367528688843738,0.020105198326454618,0.025631768101167848,0.03459415580584797,0.03865531147718933,0.043403158781511714,0.04798346276644697,0.05330473298078443,0.05370353327622702,0.4243369996547699,0.035237573087215424,0.03269662335515022,0.03227661922574043,0.03197689726948738,0.03153963387012482,0.03113466687500477,0.0306085217744112,0.03051844984292984,0.029990701004862785,0.02995031140744686,0.029798192903399467,0.029504617676138878,0.02938768081367016,0.028696540743112564,0.028569858521223068,0.028569858521223068,0.028435874730348587,0.028395963832736015,0.028374431654810905,0.011685655857424758,0.01334112377055993,0.013036809815939495,0.012269938650295995,0.01172217353197921,0.011612620508315852,0.011503067484652496,0.012050832602969281,0.012269938650295995,0.012379491673959351,0.00788781770376171,0.009640666082375425,0.008983347940395282,0.00861817119485076,0.008837277242177474,0.008472100496632948,0.007741747005543902,0.00817995910019733,0.00764879292485984,0.008684566966767943,20.61,771.918481,121.58117,0.2485,0.2585
M3H9-2,0.8829061595700702,0.04361306324927656,0.04350971475816453,0.014468788755684168,0.015502273666804465,0.49207023,0.4950559,0.28867337,0.28898385,0.0018056135644376778,0.5067622,0.50130534,0.29937834,0.2904115,0.026737035303949157,0.5016511,0.49563187,0.28200904,0.28204572,-0.08753583247453602,0.4794425,0.5007264,0.2829617,0.3001475,0.026381842264815287,0.55382115,0.51615816,0.27202937,0.27151877,0.012255247638989766,2.480783511161366,1.1942704430442177,2.404444934141095,1.211631435072233,5.094573869663223,2.0742371956185615,4.745703339714787,2.009552142000777,2.563111751266332,1.271873398569854,4.277253780442929,2.046006537554343,4.264969454906129,2.433881596246434,4.009288847975096,1.9130001775603034,4.309820890802359,2.17200492849201,4.346661182148849,2.581410355744168,0.003454659658170518,0.012413633508545737,0.01972202150720449,0.025608874909678243,0.03407196459859358,0.0383956022158938,0.04405812706913569,0.0477465606891373,0.053690086567206474,0.0541718026097675,0.4260879158973694,0.034127116203308105,0.033453166484832764,0.03145093470811844,0.03138918802142143,0.031228266656398773,0.030858267098665237,0.030775578692555428,0.030309418216347694,0.03018081933259964,0.03013887070119381,0.029895804822444916,0.029470182955265045,0.029169222339987755,0.02898421697318554,0.028745057061314583,0.028731416910886765,0.028484424576163292,0.02828771248459816,0.02823248878121376,0.011572030989496504,0.011473962930263483,0.012135922330086377,0.011032656663714887,0.011584289496900631,0.01180494263017493,0.013901147396280757,0.013459841129732163,0.012356575463360674,0.012797881729909269,0.00882612533097191,0.007060900264777528,0.008605472197697613,0.008605472197697613,0.008237716975573782,0.009414533686370036,0.008458370108848081,0.008311268019998548,0.009066837839998418,0.008184225306901226,20.31,780.070342,122.24481,0.2598,0.2636
M3H9-3,0.8833195535345184,0.04309632079371641,0.04361306324927656,0.014572137246796197,0.015398925175692435,0.4928159,0.49603292,0.28920123,0.2896027,-0.004529572243570203,0.50418204,0.50646263,0.27754208,0.28145063,0.11746804852716003,0.49690786,0.48592257,0.29142913,0.2790703,-0.0072502852096133965,0.5195468,0.49050367,0.2857201,0.28768352,-0.06381829402317488,0.49468,0.4831646,0.28071484,0.28090006,0.03354801842741474,2.506505825129531,1.250580397402066,2.5060205649995835,1.3462087465956167,4.66975288317086,1.986247985464762,4.588935963877796,1.715128776339832,2.472186994718831,1.1384047277020355,4.183105199121623,2.081193672898518,3.863330510463725,2.1233770566514703,4.143557821044355,2.121125887155166,4.164736989869951,2.167399324915692,3.997996105464676,2.0390858521211124,0.0035772289913094646,0.012453112583088326,0.019707195466371962,0.025351061931935343,0.033856248218915294,0.038793472947205754,0.043994819505165435,0.047724961134704445,0.053531007671117355,0.054344224883519955,0.4265356659889221,0.03377155214548111,0.03294136002659798,0.03262149915099144,0.03259032592177391,0.03174261003732681,0.03150413557887077,0.031121576204895973,0.030187301337718964,0.02997230924665928,0.029488177970051765,0.029127053916454315,0.029041314497590065,0.028993671759963036,0.0287764985114336,0.028538059443235397,0.028464999049901962,0.028428969904780388,0.028099041432142258,0.02805394120514393,0.010727290620992367,0.011711445723835704,0.011957484499546539,0.012289636846756165,0.01406111603187417,0.011625332152336913,0.012843224092105542,0.014171833480944047,0.009853852967218907,0.012953941541175417,0.007159728373185274,0.00922645408915628,0.008414526129310528,0.008414526129310528,0.009743135518149032,0.009595512252722533,0.007750221434891276,0.007971656333031025,0.008937917706731757,0.007488525646180661,20.51,778.201058,122.4412,0.2582,0.2849
M3H9-4,0.8824927656056222,0.04030591153369161,0.0472302604381976,0.015192228193468375,0.014778834229020257,0.4923736,0.49622074,0.28823614,0.2880764,0.0002134823525951522,0.49737334,0.49339417,0.2917171,0.28165862,0.03143755948369434,0.5084058,0.48824313,0.29279625,0.30049053,-0.04295305277099827,0.51028705,0.52692264,0.29271302,0.29314944,0.06666896355533398,0.5125363,0.4668721,0.28506833,0.2958021,-0.01755597493036129,2.547388103509301,1.1995911713181362,2.4831783547746733,1.1666951426879026,5.008733712472981,2.0256018335331394,4.795804618418254,2.0923385097972362,2.4149499177054556,1.1956401450741259,3.8885920392251876,1.7480775238522952,4.3471296035994165,2.2982496359179,3.756136170098659,1.7505163788049294,4.29250637073203,2.1707705169118277,4.45841068747524,2.2946527590604413,0.0035117230645040445,0.012219732838356813,0.020388778920960852,0.025355462264082543,0.03421090156782846,0.03840660097593515,0.04345062440031226,0.0477937533383121,0.053649847615871146,0.05434590834716996,0.4245612323284149,0.03388816863298416,0.03347322344779968,0.03326432779431343,0.03260389342904091,0.0322001650929451,0.031595710664987564,0.03119286336004734,0.030942203477025032,0.029469065368175507,0.029205529019236565,0.029135042801499367,0.028924236074090004,0.028706485405564308,0.028621571138501167,0.0285051129758358,0.02850493974983692,0.02848205156624317,0.028456272557377815,0.028267912566661835,0.011824489397038365,0.011629043291302193,0.01176341248899581,0.012203166226902196,0.010883905013183039,0.013412489006144756,0.011543535620042619,0.012752858399285178,0.012203166226902196,0.01385224274405114,0.009014951627080901,0.008941659337429837,0.008355321020221324,0.00850190559952345,0.007915567282314937,0.00850190559952345,0.008282028730570259,0.007988859571966003,0.008155432957536603,0.009114895658423262,20.03,775.079942,121.50782,0.2743,0.2926
M3H10-1,0.8724679619677552,0.049297230260438196,0.0482637453493179,0.015295576684580404,0.014675485737908226,0.49318594,0.4952367,0.28824303,0.2888846,0.009030055316144096,0.5040139,0.48623106,0.28960806,0.28603512,-0.030180108884369207,0.49725807,0.5168403,0.2975654,0.28668284,-0.09382786309755849,0.5092287,0.49101007,0.27211437,0.2853997,-0.07602575501676806,0.4755239,0.49468845,0.29502988,0.29112098,-0.04310286599177348,2.3496501341617217,1.1588252254841063,2.4179323491447735,1.12945067598255,4.486176381661228,1.9802824975044007,4.557052925549923,1.8078937749056259,2.3886141214348546,1.1442017441399486,4.186691941935308,2.317990096737915,4.1620601882871355,2.0614514384531133,4.147394134066646,2.19946943464233,4.236187875884113,2.0067075076133545,4.226128340052063,2.1287863080404947,0.0035569839664885165,0.012338100052963551,0.01999173447606208,0.02549472771919688,0.033800375559728445,0.03859919431203557,0.04382533262715265,0.04782969810775675,0.05369581266952349,0.054201373842425404,0.4411468207836151,0.031716711819171906,0.03138906881213188,0.03135653957724571,0.030611800029873848,0.03027593158185482,0.029942575842142105,0.02971964329481125,0.029645374044775963,0.02952459640800953,0.029351411387324333,0.028996195644140244,0.028695672750473022,0.028501121327280998,0.028405893594026566,0.02839663438498974,0.028264617547392845,0.028056558221578598,0.02802419103682041,0.027978623285889626,0.0124257158292714,0.011525301638744486,0.011851701782810493,0.012662074554284714,0.01154781199350766,0.011446515397073382,0.012763371150718992,0.013168557536456103,0.011750405186376215,0.01286466774715327,0.00844138303618981,0.008643976229058365,0.008238789843321255,0.008103727714742217,0.0080361966504527,0.009251755807664032,0.008508914100479329,0.008711507293347884,0.008619419478407631,0.00817739796669442,20.7,763.326073,119.74474,0.2499,0.2802
M3H10-2,0.8728813559322034,0.04909053327821414,0.04805704836709384,0.015502273666804465,0.014468788755684168,0.493078,0.4936496,0.28814608,0.28845915,-0.0015331664198518023,0.4951733,0.5130241,0.29301947,0.29556975,0.02227548315997966,0.49876738,0.5064151,0.2913776,0.28471678,0.030556196416393594,0.5020325,0.5068362,0.29519054,0.28417465,-0.09322391527861765,0.5144599,0.5174334,0.28707457,0.2912289,0.002485692396938001,2.3925564592821917,1.1742365536312958,2.400535605905128,1.1989281900020958,4.777175936632807,1.9283646103515981,4.884802091402631,2.076086968134294,2.4338395429094666,1.1861498198624458,3.913294285777287,1.7940901348177027,4.166140145307778,2.141596176778368,3.920805895491317,1.9998310280204217,4.184160302259413,1.887795091351787,4.118349632190599,1.947441819508068,0.0035726496776425833,0.012640423558604763,0.02027913756850991,0.02575378813470834,0.034440752365216924,0.0386480847936155,0.043213705871634395,0.047623727307532455,0.053225314423882085,0.05393574963198638,0.43300488591194153,0.03453855589032173,0.03403541445732117,0.032051749527454376,0.03187870606780052,0.03119955025613308,0.030322393402457237,0.030214179307222366,0.03007974848151207,0.029648950323462486,0.029319755733013153,0.02898651733994484,0.02888171188533306,0.02885044924914837,0.028089353814721107,0.02804768830537796,0.02798715978860855,0.027706556022167206,0.02759057655930519,0.027566103264689445,0.01210478771453397,0.012466124661236477,0.012093495934949518,0.011686991869909198,0.012499999999989837,0.010873983739828558,0.011382113821128957,0.012398373983729758,0.013211382113810398,0.013211382113810398,0.008197831978313119,0.007588075880752639,0.008333333333326559,0.008197831978313119,0.008468834688339998,0.008401084010833278,0.00860433604335344,0.009214092140913918,0.00820399113081373,0.009608277900953017,19.47,764.281753,120.32984,0.2543,0.2627
M3H10-3,0.8722612649855312,0.048470442331541956,0.049297230260438196,0.016432410086812732,0.013538652335675899,0.4932638,0.49527574,0.2889106,0.28916743,-0.002829397114847322,0.4988039,0.50892633,0.29272923,0.2830303,-0.06010796556878113,0.5062893,0.47008136,0.28501436,0.2820914,0.09247659869452389,0.48320296,0.5289948,0.2703476,0.2904408,0.007949249980464307,0.48538446,0.5331867,0.29054725,0.28771678,0.08236761446168,2.437240201380435,1.2356420032773763,2.356892151625943,1.132050075317085,4.545605347348249,1.9273895601888704,4.6573185797970185,1.8871385861202783,2.383960370716185,1.2489208595135641,3.7955281673380417,1.6994731540409809,4.5434159681144575,2.288194956607915,3.717151732265169,1.7951644171031678,4.402284238339273,2.2657273267653277,4.704170895789068,2.3235916315057463,0.0036218360773579952,0.01216297077450812,0.01972064071346616,0.025722145533035926,0.03440151824840582,0.03865727438074305,0.04320530518017351,0.047990315439409285,0.05367782247473701,0.05417350451149647,0.4329858124256134,0.034968048334121704,0.03471693769097328,0.03374927118420601,0.031149517744779587,0.030507827177643776,0.03008144721388817,0.0296076238155365,0.02952251210808754,0.02938063070178032,0.02930542454123497,0.029216036200523376,0.029155690222978592,0.02904215268790722,0.028860310092568398,0.02871537022292614,0.027551013976335526,0.027290886268019676,0.027130836620926857,0.027062680572271347,0.012315713772014488,0.011686443725269223,0.011630258899666965,0.012439320388339451,0.011124595469246663,0.012742718446591632,0.012641585760507572,0.013147249190927874,0.013349514563095995,0.010922330097078542,0.007686084142388604,0.008697411003229209,0.008023193096002138,0.008697411003229209,0.009304207119733572,0.008764832793951917,0.007753505933111311,0.008832254584674622,0.009046778464246874,0.007943512797875304,20.71,750.918409,120.6257,0.2483,0.2779
M3H10-4,0.8719512195121951,0.05064076064489458,0.047436957420421665,0.015088879702356346,0.014882182720132286,0.4932137,0.4967747,0.28927994,0.28757134,0.0010759703150022136,0.5054505,0.48967484,0.28195408,0.2943561,0.05019030568653514,0.50132847,0.48864517,0.28346023,0.2992053,-0.06955284639003552,0.4926495,0.5049919,0.29753768,0.29685828,-0.12923828894206726,0.47256097,0.47051552,0.27964148,0.28855932,0.13482435719458133,2.3018032115906304,1.1364408886864306,2.3795470087587125,1.1836117864376703,4.6742556343054735,1.9967350108413742,4.61909291373826,2.0388811171347254,2.3480069949039217,1.141573336450401,4.341712908256933,2.04553731323243,3.919549602175113,1.9400158577531805,4.002707945153402,2.1257079095442726,4.123285194166646,1.877698677379982,4.2199475915292695,1.8763820101551794,0.0036215736580704483,0.01261528207722544,0.01998891846641211,0.02554373792976074,0.03458964197813404,0.03853442703251787,0.04347695161465171,0.0478754371383947,0.05363301654601447,0.05345434689215178,0.4406455159187317,0.03610367327928543,0.03518829494714737,0.03280658647418022,0.03157743066549301,0.030122041702270508,0.029318084940314293,0.028803229331970215,0.02867721952497959,0.02838216722011566,0.028359191492199898,0.028272202238440514,0.028202371671795845,0.027990730479359627,0.0278142299503088,0.027626847848296165,0.02758266031742096,0.027575936168432236,0.027519848197698593,0.027431834489107132,0.011299435028239468,0.011658147251358181,0.012610976594017264,0.012308313155760848,0.01331719128328223,0.012913640032273677,0.011097659402735192,0.01281275221952154,0.012106537530256574,0.012005649717504435,0.00955071294053574,0.00901264460585767,0.00854183481301436,0.00854183481301436,0.006793112725310632,0.008810868980353393,0.008407317729344842,0.007196663976319184,0.009024873431645809,0.008951500476916981,19.81,765.055658,121.95793,0.2728,0.2749
