,frac_C,frac_H+,frac_H-,frac_CH3+,frac_CH3-,frac_C2H5+,frac_C2H5-,C_mean_r,C_mean_c,C_std_r,C_std_c,C_corr_rc,H+_mean_r,H+_mean_c,H+_std_r,H+_std_c,H+_corr_rc,H-_mean_r,H-_mean_c,H-_std_r,H-_std_c,H-_corr_rc,CH3+_mean_r,CH3+_mean_c,CH3+_std_r,CH3+_std_c,CH3+_corr_rc,CH3-_mean_r,CH3-_mean_c,CH3-_std_r,CH3-_std_c,CH3-_corr_rc,C2H5+_mean_r,C2H5+_mean_c,C2H5+_std_r,C2H5+_std_c,C2H5+_corr_rc,C2H5-_mean_r,C2H5-_mean_c,C2H5-_std_r,C2H5-_std_c,C2H5-_corr_rc,H+_nn_mean,H+_nn_std,H-_nn_mean,H-_nn_std,CH3+_nn_mean,CH3+_nn_std,CH3-_nn_mean,CH3-_nn_std,C2H5+_nn_mean,C2H5+_nn_std,C2H5-_nn_mean,C2H5-_nn_std,dist_H+-H-_mean,dist_H+-H-_std,dist_H+-CH3+_mean,dist_H+-CH3+_std,dist_H+-CH3-_mean,dist_H+-CH3-_std,dist_H--CH3+_mean,dist_H--CH3+_std,dist_H--CH3-_mean,dist_H--CH3-_std,dist_CH3+-CH3-_mean,dist_CH3+-CH3-_std,dist_H+-C2H5+_mean,dist_H+-C2H5+_std,dist_H+-C2H5-_mean,dist_H+-C2H5-_std,dist_H--C2H5+_mean,dist_H--C2H5+_std,dist_H--C2H5-_mean,dist_H--C2H5-_std,dist_C2H5+-C2H5-_mean,dist_C2H5+-C2H5-_std,rdf_nc_bin0,rdf_nc_bin1,rdf_nc_bin2,rdf_nc_bin3,rdf_nc_bin4,rdf_nc_bin5,rdf_nc_bin6,rdf_nc_bin7,rdf_nc_bin8,rdf_nc_bin9,fft_top0,fft_top1,fft_top2,fft_top3,fft_top4,fft_top5,fft_top6,fft_top7,fft_top8,fft_top9,fft_top10,fft_top11,fft_top12,fft_top13,fft_top14,fft_top15,fft_top16,fft_top17,fft_top18,fft_top19,row_marginal_0,row_marginal_1,row_marginal_2,row_marginal_3,row_marginal_4,row_marginal_5,row_marginal_6,row_marginal_7,row_marginal_8,row_marginal_9,col_marginal_0,col_marginal_1,col_marginal_2,col_marginal_3,col_marginal_4,col_marginal_5,col_marginal_6,col_marginal_7,col_marginal_8,col_marginal_9,Thermal conductivity,Young's modulus,Maximum stress,Strain at maximum stress,Strain at fracture
E2H3-1,0.950186027,0.015295577,0.014572137,0,0,0.009921455,0.010024804,0.4944595,0.4960623,0.28902313,0.28886008,0.000379979,0.50156564,0.5025767,0.27609804,0.2851453,0.056804051,0.45191142,0.4998798,0.26753196,0.28260782,-0.083138884,0,0,0,0,0,0,0,0,0,0,0.5074949,0.45171255,0.28759104,0.28787094,-0.010712567,0.47699273,0.49458325,0.29739046,0.2813758,0.010912271,4.090907251,2.371199269,4.480774601,2.547554682,0,0,0,0,5.727861467,2.312542544,5.542485357,2.39897538,4.332782231,2.386045757,0,0,0,0,0,0,0,0,0,0,5.005277741,2.460752495,5.327150439,2.47006031,4.933011833,2.46078548,4.969903302,2.495824349,5.03837336,2.295875406,0.003147408,0.012107367,0.01956977,0.025750365,0.034291516,0.039596421,0.042718447,0.048873659,0.052858684,0.054419697,0.321709841,0.040043063,0.039116938,0.038381349,0.036987931,0.036485638,0.036211621,0.036174368,0.035689864,0.03540761,0.035389896,0.034799539,0.034538057,0.034382086,0.034380931,0.034188207,0.034122575,0.034103863,0.034096468,0.033790097,0.011295528,0.013139696,0.013744813,0.012707469,0.014522822,0.011670124,0.012188797,0.0093361,0.012188797,0.011151452,0.006915629,0.009681881,0.010719225,0.007261411,0.008644537,0.008471646,0.008298755,0.007780083,0.00980762,0.007167107,29.8891088,850.89553,131.6087,0.2428,0.2505
E2H3-2,0.950186027,0.016122365,0.013745349,0,0,0.00888797,0.011058289,0.4935881,0.4960973,0.28869885,0.28828365,-0.001549321,0.5132896,0.48408303,0.2775713,0.2862317,0.029378951,0.5143957,0.47132662,0.28685528,0.2953938,0.017178022,0,0,0,0,0,0,0,0,0,0,0.47178105,0.49320063,0.28379917,0.31115267,-0.051164643,0.48495552,0.51647395,0.30364043,0.29520914,0.118255023,3.767707546,1.963583943,4.433138276,2.371809545,0,0,0,0,5.791313631,2.286510067,5.610178747,2.240808231,4.307429514,2.308823589,0,0,0,0,0,0,0,0,0,0,5.300617033,2.726813223,5.041162713,2.537566276,5.410304362,2.59540469,4.443251772,2.043234428,4.961247822,2.556791513,0.003704449,0.012549493,0.020414737,0.025407691,0.03499094,0.038252466,0.044050735,0.047137776,0.053231327,0.053593719,0.318898529,0.043141644,0.039183702,0.037415978,0.037024569,0.036866304,0.036804765,0.036732148,0.035418119,0.035403192,0.034901571,0.034842737,0.034842737,0.034823742,0.034559432,0.034195162,0.034156714,0.033742469,0.033568799,0.033477738,0.011526049,0.012678654,0.011670124,0.010373444,0.013226141,0.011410788,0.013226141,0.012188797,0.014522822,0.011151452,0.009681881,0.007607192,0.010200553,0.007261411,0.008298755,0.008817427,0.00708852,0.007434302,0.009619012,0.008864579,30.32794025,848.647793,131.28407,0.2452,0.2485
E2H3-3,0.950289376,0.014262092,0.015502274,0,0,0.009404713,0.010541546,0.49408746,0.49614936,0.28923354,0.28860894,0.002608148,0.45378223,0.45480227,0.27566454,0.2849323,-0.038847138,0.49715447,0.5164972,0.26678222,0.29590195,-0.214250543,0,0,0,0,0,0,0,0,0,0,0.52465826,0.53147703,0.26859087,0.2759159,0.019118782,0.49928266,0.45397142,0.29631114,0.2890152,0.058688505,4.49817484,2.206325539,4.23795474,2.332324938,0,0,0,0,5.744117642,2.259206411,5.909466789,2.69162942,4.402178087,2.490087997,0,0,0,0,0,0,0,0,0,0,5.240162012,2.833056535,4.779482949,2.435550257,5.216552168,2.770243699,4.781884317,2.189425126,4.669637656,2.247582484,0.003350799,0.011954201,0.020337667,0.026793454,0.033262177,0.039498027,0.0430817,0.047247558,0.054932402,0.052875348,0.312075585,0.043337252,0.040808436,0.039326422,0.037743028,0.037372749,0.036857557,0.03632981,0.036037199,0.035865717,0.035348654,0.03534428,0.034948934,0.034583166,0.034173265,0.034115851,0.034103319,0.034103319,0.033937566,0.033587802,0.01016401,0.013398013,0.012993763,0.012474012,0.012993763,0.013773389,0.011694387,0.012474012,0.013253638,0.008835759,0.008489258,0.008489258,0.008489258,0.01022176,0.008835759,0.00970201,0.005544006,0.008489258,0.006615007,0.00982801,30.84678679,852.387638,131.04483,0.2414,0.2468
E2H3-4,0.950496073,0.01643241,0.013125258,0,0,0.009714758,0.010231501,0.4943261,0.49509788,0.2887153,0.28913006,0.003958477,0.47484276,0.5220659,0.28779957,0.278133,-0.113917359,0.53197616,0.48798877,0.28924558,0.28144273,0.085678828,0,0,0,0,0,0,0,0,0,0,0.5127141,0.49846736,0.27934557,0.27838767,-0.114577348,0.4184528,0.5226845,0.27730525,0.27711597,-0.173666228,3.904264923,1.944703741,4.543394364,2.674479994,0,0,0,0,5.16942648,2.496893404,5.65422582,2.835459642,4.884829548,2.443077764,0,0,0,0,0,0,0,0,0,0,5.058929798,2.521292295,4.841883157,2.60071426,5.218185069,3.261393309,5.424871122,2.670173857,5.382963077,2.806202477,0.003264276,0.012640943,0.020196897,0.024969763,0.034268399,0.038924219,0.043541025,0.048105809,0.053958098,0.053463904,0.323421925,0.03962611,0.038571075,0.037836518,0.036962733,0.036908623,0.036634903,0.03640151,0.03579608,0.035774954,0.035000592,0.034952898,0.034874823,0.034812234,0.034550447,0.034322344,0.03355949,0.033510115,0.033271801,0.033210859,0.013453955,0.012062167,0.014091858,0.009394572,0.012004175,0.013048017,0.012004175,0.013830898,0.010960334,0.010960334,0.006958942,0.00782881,0.009394572,0.007132916,0.008350731,0.009568546,0.009220598,0.009742519,0.008730309,0.007781363,28.73508871,846.959083,130.82409,0.2415,0.2476
E2H4-1,0.940988012,0.020463001,0.018602728,0,0,0.010541546,0.009404713,0.49314234,0.49605358,0.28817013,0.2890204,-0.002554692,0.48731214,0.49738914,0.2998873,0.27546373,-0.050544908,0.49485096,0.4846516,0.30632436,0.27888066,0.074006949,0,0,0,0,0,0,0,0,0,0,0.51099956,0.5126288,0.27155268,0.28132468,0.090293267,0.5632538,0.46619484,0.28546855,0.30528516,0.136894866,3.701268148,1.840237126,3.901892531,2.083722952,0,0,0,0,5.266342979,2.031840724,5.947878789,2.864464259,3.840230902,2.015119705,0,0,0,0,0,0,0,0,0,0,5.311113624,2.852280916,5.514837697,2.986619914,5.517982614,3.261165621,5.467416722,2.905286169,5.237627501,2.896685618,0.003244536,0.012816864,0.020102838,0.026335762,0.03441864,0.03827034,0.042150501,0.048544702,0.053971236,0.053477914,0.329528064,0.040539388,0.039313022,0.037885353,0.036512122,0.036498483,0.036098897,0.035594061,0.035489947,0.035169806,0.035048429,0.034554698,0.034246717,0.033674788,0.033510439,0.033446182,0.033434771,0.033300281,0.033082962,0.033071529,0.012842966,0.010897062,0.012259194,0.010507881,0.010726795,0.013791594,0.011164623,0.011821366,0.015542907,0.012478109,0.007443082,0.008610625,0.008464682,0.010070053,0.008756567,0.008464682,0.009778167,0.00729714,0.006846044,0.008915778,28.43665618,836.544629,129.17944,0.2431,0.2479
E2H4-2,0.940471269,0.01984291,0.019739562,0,0,0.009921455,0.010024804,0.49435806,0.49422145,0.28871003,0.28780884,-0.002845168,0.494093,0.5312059,0.28303066,0.30996808,0.070653463,0.4701826,0.50896263,0.28092358,0.298898,-0.001495697,0,0,0,0,0,0,0,0,0,0,0.492251,0.50052965,0.3034985,0.30158958,0.083268695,0.4991199,0.5394898,0.2923068,0.28283948,0.037045346,3.790575385,1.890567795,3.75788816,1.983902266,0,0,0,0,5.561677961,2.461162651,5.506336255,2.156231253,3.563361,1.855554737,0,0,0,0,0,0,0,0,0,0,5.502428284,2.879408152,5.154124717,2.608599254,5.13844291,2.72174995,5.385778328,3.095967512,5.666162977,2.982381116,0.003689193,0.012516563,0.019961678,0.026053136,0.034642186,0.038140723,0.043536287,0.048359882,0.053002355,0.05343133,0.332188964,0.044452731,0.040753383,0.039525099,0.037402939,0.03697833,0.03686389,0.036287382,0.034557946,0.034098331,0.034087423,0.033743802,0.033388861,0.033376936,0.032684822,0.032581791,0.032356624,0.03168048,0.031570826,0.031419471,0.012345679,0.012924383,0.012369792,0.011501736,0.012803819,0.013454861,0.010633681,0.012586806,0.011935764,0.011284722,0.009114583,0.007378472,0.006510417,0.00853588,0.0078125,0.0078125,0.008391204,0.008101852,0.010416667,0.01104798,28.53395168,837.12908,128.61746,0.241,0.258
E2H4-3,0.940471269,0.01984291,0.019739562,0,0,0.008681273,0.011264986,0.49344411,0.4957953,0.28904533,0.28856817,0.002852928,0.509845,0.4912606,0.26108772,0.29229215,0.053618947,0.4794407,0.50244033,0.2973403,0.29619798,-0.120315143,0,0,0,0,0,0,0,0,0,0,0.5120499,0.49061742,0.28418443,0.274265,-0.122874837,0.5154397,0.4932359,0.28745064,0.28750098,-0.008499771,3.627666108,1.854453272,3.490015756,1.873736774,0,0,0,0,5.683932965,3.17018121,4.929717422,2.354128891,3.617872396,1.703109703,0,0,0,0,0,0,0,0,0,0,5.714689188,3.416966611,4.752259866,2.425855759,5.584142403,2.97996323,5.084037432,2.511897978,5.099491332,2.546229251,0.003720258,0.012842661,0.019177156,0.02552079,0.033838813,0.037961262,0.044039817,0.047367026,0.054185976,0.054679573,0.335467756,0.04354059,0.037457075,0.036807772,0.036590982,0.036513694,0.036192793,0.036174998,0.03495276,0.034545027,0.034419589,0.034177989,0.033985615,0.033570349,0.033006113,0.032841835,0.032564633,0.032462396,0.032398324,0.032329697,0.011574074,0.010802469,0.012369792,0.011501736,0.013454861,0.013454861,0.013454861,0.012152778,0.010850694,0.012586806,0.009403935,0.006510417,0.009259259,0.00853588,0.009403935,0.008246528,0.007378472,0.009114583,0.008049242,0.008838384,28.47993962,835.818057,129.47847,0.2432,0.2466
E2H4-4,0.940471269,0.020152956,0.019429516,0,0,0.009301364,0.010644895,0.4940954,0.4951825,0.28894085,0.28857055,-0.00118455,0.48311442,0.51877445,0.26711342,0.27995977,0.022729922,0.5070706,0.48318607,0.29251775,0.29731572,0.015702664,0,0,0,0,0,0,0,0,0,0,0.5,0.4997175,0.287505,0.29789993,-0.145108701,0.46791378,0.5229554,0.29421315,0.28538218,0.182732506,3.430073214,1.742009686,3.760548974,1.886901977,0,0,0,0,6.138257377,2.917307879,5.44103498,2.497958874,3.756985522,1.779637904,0,0,0,0,0,0,0,0,0,0,5.358436044,2.822071268,4.834445685,2.671296918,5.212492067,2.798200575,5.473187634,2.517294245,4.963007702,2.597370272,0.003521839,0.012285057,0.020091954,0.025186207,0.033370115,0.038124138,0.043328736,0.048193103,0.055016092,0.054216092,0.337785572,0.038399138,0.038126387,0.036538742,0.036529947,0.035761304,0.035501868,0.035428818,0.034884319,0.03482021,0.03461463,0.034493614,0.034300037,0.034172963,0.033913042,0.033211518,0.033206977,0.033107676,0.03286387,0.032339394,0.011959877,0.011766975,0.011501736,0.011935764,0.015842014,0.012803819,0.010633681,0.013020833,0.010416667,0.012152778,0.008246528,0.007378472,0.008391204,0.009259259,0.008246528,0.008680556,0.007957176,0.008246528,0.008364899,0.01010101,29.56723353,835.881766,128.55051,0.2431,0.2512
E2H5-1,0.930549814,0.024803638,0.024700289,0,0,0.00888797,0.011058289,0.49437514,0.49580884,0.288353,0.2884204,-0.004361455,0.4796748,0.5098164,0.28495398,0.29393876,-0.028747668,0.50112253,0.49510676,0.29617643,0.29279834,0.019046565,0,0,0,0,0,0,0,0,0,0,0.4893647,0.47901064,0.29853758,0.27151182,0.243546935,0.47355825,0.47528908,0.2952432,0.2992766,0.185016126,2.9370627,1.666682143,3.551706252,1.779834116,0,0,0,0,5.370854085,3.021699949,5.398295154,2.553812998,3.305300426,1.659564931,0,0,0,0,0,0,0,0,0,0,6.009608527,3.439540476,4.921749894,2.263230283,5.821037918,3.106619129,4.712334274,2.265572294,5.010571818,2.315013248,0.003555097,0.012721334,0.019797146,0.025621454,0.033494929,0.038583462,0.042723053,0.048781159,0.053965962,0.054089737,0.353265613,0.042153213,0.038312238,0.036461398,0.036107358,0.03561103,0.035039149,0.034894515,0.034812704,0.034417953,0.033489067,0.03276886,0.032133125,0.032031402,0.031958934,0.031642064,0.031540193,0.031422876,0.031094069,0.030844351,0.013227513,0.013723545,0.01171875,0.010602679,0.011904762,0.012276786,0.01264881,0.011904762,0.009858631,0.013764881,0.009424603,0.006324405,0.010292659,0.008184524,0.009920635,0.006696429,0.007316468,0.009672619,0.007575758,0.009334416,27.28030162,818.935462,128.35617,0.2517,0.258
E2H5-2,0.931169905,0.02604382,0.022840017,0,0,0.009818107,0.010128152,0.4949189,0.49626875,0.2883295,0.28856954,-0.000180162,0.47439992,0.4749462,0.2928447,0.2872592,0.040742479,0.47676858,0.47327247,0.30001867,0.2881563,-0.050239678,0,0,0,0,0,0,0,0,0,0,0.5033376,0.5685103,0.27565715,0.28683305,-0.034248385,0.4800896,0.48296437,0.29027435,0.2908153,0.025851736,3.309940807,1.717280921,3.638989661,1.799275481,0,0,0,0,5.99784476,3.083839937,5.964232965,2.595004353,3.436642825,1.702880957,0,0,0,0,0,0,0,0,0,0,5.582306371,2.756766283,4.557655329,2.167948367,5.335196824,2.728585185,5.051158891,2.289421318,4.667989486,2.064583671,0.003487371,0.012594067,0.020055911,0.025449334,0.034217177,0.038255185,0.043090912,0.048039589,0.054527228,0.053616559,0.35429278,0.039677382,0.036956638,0.036547109,0.035180222,0.034728758,0.03453986,0.03453986,0.034103874,0.033701807,0.033464327,0.033382926,0.033063881,0.032671239,0.032546815,0.032292176,0.032140385,0.032140184,0.032036081,0.03199378,0.014180848,0.011845179,0.012012012,0.012575075,0.012387387,0.012012012,0.012012012,0.011448949,0.010510511,0.012762763,0.009384384,0.008383383,0.008383383,0.007007007,0.009634635,0.008883884,0.008258258,0.007882883,0.008872509,0.008053508,27.62299835,827.560659,127.45112,0.2433,0.2578
E2H5-3,0.930549814,0.026663911,0.022840017,0,0,0.00961141,0.010334849,0.49286902,0.4952535,0.28873438,0.28843424,-0.000166056,0.5051522,0.48466036,0.29879057,0.29627103,0.017613047,0.5115881,0.5,0.27997565,0.29194173,-0.008072768,0,0,0,0,0,0,0,0,0,0,0.522161,0.526335,0.27390212,0.28084302,0.082154663,0.49256098,0.53245765,0.2837713,0.28490224,-0.096990914,3.027366747,1.581681778,3.433333745,1.834684045,0,0,0,0,5.636584624,3.062589004,5.994230871,2.911905951,3.519753967,1.554841973,0,0,0,0,0,0,0,0,0,0,5.615508048,2.757826001,4.885530623,2.473855822,5.211678835,2.812614782,5.147048362,2.525207206,4.675145236,2.284356766,0.003391433,0.012257119,0.01991011,0.025631012,0.034167831,0.038648634,0.043102031,0.04821316,0.054098495,0.053913508,0.362759262,0.039309405,0.03885971,0.035279632,0.034950588,0.03471503,0.033406164,0.033338409,0.033313166,0.033278726,0.032951474,0.032439679,0.032276873,0.032253951,0.032218244,0.032189541,0.031705704,0.031660624,0.031599361,0.031494468,0.01140873,0.009755291,0.013392857,0.013392857,0.011904762,0.011532738,0.012090774,0.012462798,0.013392857,0.013020833,0.008556548,0.007688492,0.0078125,0.009052579,0.007936508,0.009672619,0.008928571,0.007068452,0.008658009,0.009469697,26.35333547,827.595592,127.54007,0.2527,0.2567
E2H5-4,0.930756511,0.023666804,0.025630426,0,0,0.010024804,0.009921455,0.49311298,0.49522918,0.28828675,0.28863358,-0.001419138,0.47885826,0.44915253,0.29422185,0.2783149,-0.030384025,0.5227675,0.51452297,0.29123545,0.28647482,0.026645243,0,0,0,0,0,0,0,0,0,0,0.48591903,0.5802901,0.29931992,0.30179095,0.004436183,0.53734756,0.52312857,0.28378132,0.28346443,0.090088722,3.47051839,1.74437334,3.13109858,1.520906692,0,0,0,0,5.707422519,2.94845204,5.43347371,2.674779763,3.3995432,1.935049373,0,0,0,0,0,0,0,0,0,0,5.511999669,2.724216053,5.367299396,2.843048871,5.084968139,2.79218997,5.480644726,3.081361948,5.020239482,2.591277931,0.003579287,0.012757305,0.019929807,0.026043843,0.0346787,0.038348514,0.043216066,0.04793042,0.053703239,0.053146152,0.352090776,0.039395586,0.038569894,0.038351305,0.035162032,0.034992848,0.034992848,0.034896135,0.034118701,0.033954214,0.033622373,0.033148643,0.032536358,0.032477006,0.03241314,0.032140173,0.031874701,0.031864736,0.031751703,0.031646874,0.011276949,0.012106136,0.011753731,0.012313433,0.013619403,0.011380597,0.011380597,0.010820896,0.012313433,0.01511194,0.006965174,0.010199005,0.008208955,0.008457711,0.008830846,0.007462687,0.008208955,0.007711443,0.00936228,0.009497965,26.57073195,826.113413,127.99203,0.2447,0.2557
E2H6-1,0.920835056,0.029557668,0.029661017,0,0,0.010438198,0.009508061,0.49523285,0.49553537,0.28853965,0.28858134,-0.002191605,0.4843084,0.49013275,0.29214096,0.29123425,0.101204613,0.46252233,0.52881944,0.2875815,0.2832078,-0.064377622,0,0,0,0,0,0,0,0,0,0,0.4946873,0.47155565,0.28205267,0.29506966,0.078310649,0.4919141,0.45873252,0.2931315,0.2889019,0.037220688,3.099864052,1.503819215,3.048414597,1.556102232,0,0,0,0,5.661660048,2.172068768,5.768383121,2.330724759,2.911766406,1.490274168,0,0,0,0,0,0,0,0,0,0,5.121697999,2.417670921,5.10590525,2.717402627,4.907158332,2.543682321,5.307610039,2.560761345,5.07744357,2.634831887,0.003593621,0.01242772,0.019546562,0.025760422,0.033805292,0.038198665,0.044060002,0.048716451,0.053230839,0.05399376,0.375785738,0.036902573,0.036386903,0.03615218,0.035236359,0.034380425,0.033387527,0.03329201,0.033141203,0.032136735,0.03206338,0.03184817,0.031583693,0.031369802,0.031303007,0.031176023,0.031114584,0.031034306,0.030966407,0.030738933,0.013199884,0.012909777,0.014033943,0.01272846,0.010770235,0.011912533,0.012075718,0.011422977,0.009791123,0.012891645,0.00848564,0.008268059,0.00859443,0.007506527,0.009355962,0.008376849,0.008376849,0.008376849,0.007951578,0.009494422,26.01962226,815.425651,125.68293,0.2429,0.2559
E2H6-2,0.921145101,0.030384456,0.028524184,0,0,0.009198016,0.010748243,0.49459136,0.49656186,0.28935277,0.28922915,-0.003492563,0.49908745,0.49798226,0.27741623,0.2788428,0.070971553,0.48608166,0.4975743,0.28307083,0.28059104,0.090642944,0,0,0,0,0,0,0,0,0,0,0.44984928,0.44010663,0.27446523,0.28717563,-0.040362508,0.47865853,0.4638201,0.2825033,0.28339735,-0.118425541,2.960333292,1.40154128,3.128594025,1.668641122,0,0,0,0,5.879348471,2.817601734,5.399307836,2.521327087,2.948254149,1.459769408,0,0,0,0,0,0,0,0,0,0,5.335914649,2.717564666,4.866098003,2.72828503,5.414607225,2.836255884,5.209319679,2.798928898,5.145407449,2.543344728,0.003388285,0.012210995,0.020299324,0.025683102,0.034581782,0.038385373,0.042710628,0.048210894,0.053138849,0.0547241,0.372633189,0.037643906,0.036627162,0.036565591,0.035841536,0.034464892,0.033783376,0.0328626,0.03279452,0.032240346,0.031865418,0.031826094,0.031620897,0.031479388,0.031401854,0.031401854,0.031391792,0.031337108,0.031147638,0.031070853,0.011067424,0.012523664,0.014252949,0.013433814,0.011959371,0.012450852,0.010484928,0.012778506,0.012778506,0.010321101,0.008628222,0.008519004,0.008082132,0.008628222,0.009065094,0.009938838,0.008519004,0.00819135,0.007863696,0.007148814,25.27180371,815.89352,126.33424,0.243,0.249
E2H6-3,0.92052501,0.029867714,0.029661017,0,0,0.010128152,0.009818107,0.49318296,0.4965015,0.2885663,0.2891221,0.004407471,0.48442906,0.49023518,0.28659576,0.29176244,-0.078221318,0.51980114,0.48387763,0.28775612,0.2758638,-0.021749184,0,0,0,0,0,0,0,0,0,0,0.5296167,0.45096853,0.30133834,0.27919224,0.022261957,0.47509626,0.5254237,0.28544164,0.27738786,-0.104407632,3.063267538,1.660801162,3.039072587,1.487788682,0,0,0,0,5.875944004,2.454445452,5.535446425,2.571276815,3.179997268,1.693179296,0,0,0,0,0,0,0,0,0,0,4.775752919,2.756270733,5.42991879,3.092080956,4.89937459,2.686194487,5.224751735,2.737318044,5.504275159,2.626182119,0.003598699,0.012238636,0.020098684,0.026037047,0.034080599,0.038107472,0.043536104,0.047705702,0.054301618,0.053628773,0.370783329,0.038787458,0.036380138,0.034881528,0.034632944,0.034512404,0.03416967,0.034004796,0.033615045,0.033424146,0.033177353,0.03262059,0.032123704,0.032073833,0.031519659,0.031382494,0.031071775,0.030445388,0.030247452,0.030146228,0.01112556,0.013003901,0.012028609,0.011378414,0.011703511,0.012678804,0.012678804,0.011378414,0.012516255,0.013491547,0.008994365,0.007910707,0.009427828,0.008777633,0.008127438,0.009102731,0.006935414,0.010728218,0.007684123,0.006856602,24.41939917,812.785203,125.61757,0.2392,0.2498
E2H6-4,0.920938404,0.030384456,0.028730881,0,0,0.010334849,0.00961141,0.4942138,0.49532002,0.28834572,0.2890809,0.002992175,0.4919529,0.49227488,0.2949178,0.290434,-0.033812297,0.49451655,0.5049384,0.29505745,0.2789838,0.018100237,0,0,0,0,0,0,0,0,0,0,0.502439,0.49601695,0.29230666,0.28723302,-0.107306984,0.45921847,0.5215054,0.27208355,0.27091452,-0.11725818,3.053617615,1.482979766,2.94573605,1.45272465,0,0,0,0,5.567157602,2.465107753,5.729704862,2.473200104,2.934380627,1.481733035,0,0,0,0,0,0,0,0,0,0,5.300655659,3.025119652,4.947129887,2.598806849,5.301932273,3.04775241,5.244487707,2.936196174,5.492006065,3.099656333,0.00388268,0.012498032,0.019733459,0.025683404,0.033669133,0.038045018,0.043848051,0.047242772,0.054341781,0.054389003,0.368722945,0.038802993,0.035557151,0.034114424,0.034001976,0.033955742,0.033928361,0.033823773,0.033506487,0.033386432,0.032994729,0.032988001,0.032514736,0.032500096,0.032162558,0.031835176,0.031803891,0.031587001,0.031119023,0.030694544,0.014088598,0.011328976,0.012254902,0.013071895,0.009640523,0.012254902,0.011764706,0.011764706,0.014215686,0.011437908,0.007843137,0.008061002,0.008496732,0.007298475,0.010130719,0.008932462,0.009912854,0.007625272,0.007605466,0.008793821,25.18937518,813.398973,126.43458,0.2457,0.2567
E2H7-1,0.910810252,0.03493179,0.034311699,0,0,0.010024804,0.009921455,0.49379382,0.4953574,0.2878832,0.28854418,-0.003703534,0.50559247,0.48726305,0.28841227,0.28529668,0.073182962,0.48769468,0.48593527,0.298617,0.28912136,0.106908197,0,0,0,0,0,0,0,0,0,0,0.4807644,0.5657872,0.2949312,0.29766238,-0.169050459,0.49745935,0.52612996,0.31599113,0.2894843,-0.097602767,2.747654622,1.339249545,2.905851264,1.441219196,0,0,0,0,5.690636793,2.930140792,5.49158571,2.143008723,2.817167169,1.387269221,0,0,0,0,0,0,0,0,0,0,5.530735425,3.085040442,5.351597379,2.700984402,5.326855476,2.823295287,5.161228151,2.636680758,5.006973087,2.652039459,0.003512866,0.012563462,0.020151421,0.025989288,0.033919656,0.03864575,0.043168935,0.047662528,0.053529986,0.054189441,0.403199166,0.035194151,0.034295734,0.034295734,0.032718286,0.031844035,0.031664077,0.031657852,0.031486072,0.031407945,0.03072538,0.030702528,0.030237218,0.030236322,0.030128993,0.030123703,0.030120825,0.030050531,0.029987272,0.029924205,0.013261233,0.013647483,0.011297798,0.009559676,0.012891078,0.011297798,0.01260139,0.010718424,0.013180765,0.013180765,0.008690614,0.007821553,0.008400927,0.008304365,0.009849363,0.007531866,0.008304365,0.008400927,0.007689877,0.009796692,24.91649747,803.894063,124.88581,0.2501,0.2571
E2H7-2,0.910913601,0.035345184,0.033794957,0,0,0.010024804,0.009921455,0.49418467,0.49654537,0.28864318,0.28840783,0.000787596,0.48149335,0.4831252,0.29120338,0.2963534,0.106682951,0.47628105,0.484243,0.2809949,0.2860431,-0.134169885,0,0,0,0,0,0,0,0,0,0,0.5413629,0.49458325,0.28573042,0.31178737,-0.041293122,0.5242632,0.50935733,0.3005923,0.26600158,6.87E-05,2.814171379,1.48728558,2.770891065,1.425357088,0,0,0,0,5.721154862,2.18484363,5.564996857,2.633829907,2.839986202,1.457579107,0,0,0,0,0,0,0,0,0,0,4.879069398,2.673008456,5.432077411,3.105572699,5.081100017,2.646705988,5.515941198,3.095239717,5.352244751,2.906244937,0.003692648,0.012634936,0.019824568,0.025856865,0.034103919,0.038758238,0.043337621,0.048108506,0.05355381,0.053462222,0.383308291,0.041799281,0.038041096,0.036351204,0.034110464,0.033028163,0.032880101,0.032796334,0.032377914,0.032250483,0.031648904,0.031195203,0.030860359,0.030403964,0.030158887,0.030073179,0.030008063,0.029859025,0.029490957,0.02935808,0.011729827,0.013663315,0.012325986,0.011600928,0.012761021,0.011310905,0.012470998,0.011600928,0.011455916,0.012906032,0.009087394,0.008507347,0.008894045,0.009280742,0.007830626,0.008507347,0.00725058,0.008023975,0.009175279,0.008226113,24.17712044,803.25973,125.72767,0.2573,0.2604
